Dataset,RSD.log10sd,RSD.log10mad,RSD.log10iqr,RSD.log10ci90,RSD.log10ci95,Model,sigmaH,DAF,AHU,Residuals
145,2.07172614617934,2.35929844906181,3.94007258079749,5.80002972539747,6.13114134525624,0.908354116028111,0.0322854676934514,0.00115548477917775,0.0172964943159302,0.0304523297854212
146,1.86097396305625,0.582057996240966,0.933519337427332,5.62642776180991,6.17618879532551,0.874716219785313,0.0179744967429889,0.00151404249217289,0.0238677253369712,0.0694139837872233
147,1.50416538373983,1.17657587834474,1.93052630503095,4.85265213894485,5.63671348730374,0.379630510307715,0.0387497886261311,0.00110127035313506,0.0301190307569778,0.544196820124507
148,1.62334718027903,1.16847483854482,2.41634757654789,4.98556984262089,5.50827275219617,0.818996841944294,0.0244469956487681,0.00144546806473178,0.0321865045598694,0.102249454225348
149,1.7163575578613,0.70823304742113,1.02278751296593,5.45375992328507,5.9557754317705,0.823148407405742,0.0182355761753908,0.00139297875852962,0.0270453354866427,0.113901327090405
150,1.836848705892,1.8565466208588,2.58716534018705,5.6915631129161,7.05470280298988,0.463799351679052,0.036965260499276,0.000529146763929069,0.0237674161572959,0.474443687350891
151,1.88960068761812,2.47504170192173,3.46320773280081,5.53020246085229,5.92361569304286,0.889906104245628,0.033841120124525,0.00144549308318376,0.0242915076883941,0.0508654224468619
152,1.64533163679783,1.5088233488719,2.63083347521605,4.88849801502537,5.57617702559244,0.351877253267717,0.0286951682080759,0.00479983744443743,0.0305467667147737,0.577796824418923
153,1.90075946899899,0.980679572904161,2.56265920657065,5.65031858855336,6.11734268450907,0.879455390600226,0.0183544357521517,0.00216215398124882,0.0201373937547798,0.0655968708186293
154,1.91576440540911,1.0825302898492,2.87050833749359,5.67622452975006,6.12734186392086,0.895872300362619,0.0225316492480066,0.0016580626148377,0.0199547429191075,0.0565787658680321
155,1.7872129481411,1.52198671087356,3.00939673344629,5.06775502224727,5.64420030831162,0.569797628177382,0.0271490788089135,0.00207098353286435,0.0242689549476111,0.371198240089717
156,1.975199238031,2.47874358455822,3.39599572487242,6.12705018222843,6.56267644379013,0.896158916769496,0.0189457787912015,0.000613649788920712,0.0199980649804895,0.0551735779065031
157,2.18899110021735,2.2991981036633,4.32798702041407,6.01612890032389,6.47912488866549,0.921858709833557,0.0208691990162126,0.00141182498392578,0.015798253276358,0.0313529317743752
158,1.9371696940458,2.22574225547976,2.92211459018246,6.09533753915232,6.56257293497376,0.861004161034168,0.0215634857234722,0.00227357499782177,0.0172573813896872,0.111907571305992
159,0.753712435226299,0.681031350005894,0.924270597884972,2.39886885841066,2.95579132919012,0.189320995797733,0.442478783922088,0.0060359357819963,0.154599331286884,0.167394612540747
